Time (days),Normalized Flux
-0.05,1.0003792905905238
-0.0497995991983968,0.9995694279997
-0.04959919839679359,0.9998092271847416
-0.049398797595190384,0.9999307138357981
-0.04919839679358718,1.0005845936630346
-0.04899799599198397,0.9991695403465387
-0.048797595190380766,1.0002155340557026
-0.048597194388777555,0.9996053683297101
-0.04839679358717435,1.0003228908549282
-0.04819639278557115,1.0003153676101957
-0.04799599198396794,0.9996349534282141
-0.04779559118236473,0.9992182781797374
-0.04759519038076153,0.9994237038882802
-0.04739478957915832,1.0006316827039556
-0.047194388777555114,0.9998333070254751
-0.046993987975951904,1.0005012931321757
-0.0467935871743487,0.9994701639680013
-0.046593186372745496,1.0011489481857259
-0.046392785571142285,0.9998210290891032
-0.04619238476953908,0.9995260481631494
-0.04599198396793588,0.9996527359349326
-0.04579158316633267,1.0004198639955302
-0.04559118236472946,1.0007377776189175
-0.04539078156312626,0.9995452951824837
-0.04519038076152305,0.9995074324770061
-0.044989979959919844,0.9992962903402622
-0.044789579158316634,0.9992565326818637
-0.04458917835671343,1.0005545196290886
-0.044388777555110226,0.9994034701789729
-0.044188376753507015,1.0010345894083608
-0.04398797595190381,1.0004015234899868
-0.0437875751503006,1.0005189297005967
-0.0435871743486974,1.0008935387136015
-0.04338677354709419,1.0000664679549163
-0.04318637274549098,0.9988304927784576
-0.04298597194388778,1.0005104753578193
-0.042785571142284574,1.000361050839723
-0.042585170340681364,0.9996883601933272
-0.04238476953907816,1.0003103130088862
-0.042184368737474956,1.0002977685740169
-0.041983967935871745,0.9998966585427654
-0.04178356713426854,0.9993026828709509
-0.04158316633266533,1.0008855869904527
-0.04138276553106213,1.000317351667654
-0.04118236472945892,0.9993180597229417
-0.04098196392785571,0.9995374534459511
-0.04078156312625251,0.9999772377831139
-0.0405811623246493,0.9997242575365606
-0.040380761523046094,0.9996435473466695
-0.04018036072144289,1.0002256421985165
-0.039979959919839686,0.9996600848379588
-0.039779559118236475,0.9999341122276851
-0.03957915831663327,1.0009330988229383
-0.03937875751503006,0.9997970504670594
-0.03917835671342686,0.9995328889115948
-0.03897795591182365,0.9995668706869016
-0.03877755511022044,0.9998918102867985
-0.03857715430861724,0.999400388985012
-0.03837675350701403,1.000292036493705
-0.038176352705410824,1.000300053002153
-0.03797595190380762,1.0006695641883738
-0.03777555110220441,1.0002075944802122
-0.037575150300601205,0.9993437518141675
-0.037374749498997994,1.0005178894025297
-0.03717434869739479,1.0000660612401904
-0.03697394789579159,0.9992952938808219
-0.03677354709418838,0.9997108196502746
-0.03657314629258517,0.9996954103134366
-0.03637274549098197,1.000176260066062
-0.03617234468937876,1.0005381481167912
-0.035971943887775554,0.9993454878752411
-0.03577154308617235,0.9997830484302825
-0.03557114228456914,1.0003298463669863
-0.035370741482965935,1.0002282633593087
-0.035170340681362725,0.9998692925542035
-0.03496993987975952,0.9995876148667255
-0.03476953907815632,1.0000138055705348
-0.03456913827655311,1.0001842912362853
-0.0343687374749499,1.00052668356998
-0.03416833667334669,1.0000510348912581
-0.03396793587174349,1.0001848669731788
-0.033767535070140284,0.9997826958922703
-0.03356713426853708,1.0000656107193628
-0.03336673346693387,1.0006910250690195
-0.033166332665330665,1.0004817857999637
-0.032965931863727455,0.9998712903553998
-0.03276553106212425,0.999225161563836
-0.03256513026052105,1.0001352977727274
-0.03236472945891784,1.0001590985050008
-0.03216432865731463,0.9994122711102598
-0.03196392785571142,0.9997344419097999
-0.03176352705410822,1.0004414995467064
-0.031563126252505014,1.0008019820016565
-0.03136272545090181,1.0006136754169572
-0.0311623246492986,0.9989623249588887
-0.030961923847695392,0.9994176044753975
-0.030761523046092188,1.0003096954553263
-0.03056112224448898,0.9995249354922503
-0.030360721442885773,0.9990720245211054
-0.03016032064128257,0.9996182078589547
-0.029959919839679362,0.9995526028615576
-0.029759519038076155,0.9997951436685937
-0.029559118236472948,1.0007763063093695
-0.029358717434869744,1.0003076947337715
-0.029158316633266537,0.9990463368441909
-0.02895791583166333,1.0000521725721154
-0.028757515030060122,1.0000829030860199
-0.028557114228456918,0.9995655094584938
-0.02835671342685371,1.0003151072181227
-0.028156312625250503,0.9997839509906438
-0.027955911823647296,0.9999272334584861
-0.027755511022044092,1.0004729479024104
-0.027555110220440885,0.998993913992643
-0.027354709418837678,0.999845161707761
-0.02715430861723447,1.000774019642063
-0.026953907815631267,1.000285832651064
